images,class
fold_easy/images/id1763_patch_31232_22528.png,easy
fold_easy/images/id1582_patch_16896_8704.png,easy
fold_easy/images/id2388_patch_15360_18944.png,easy
fold_easy/images/id1003_patch_38400_19968.png,easy
fold_easy/images/id1760_patch_70656_38912.png,easy
fold_easy/images/id2010_patch_16896_8704.png,easy
fold_easy/images/id1081_region0_patch_57229_78299.png,easy
fold_easy/images/id2773_region1_patch_66514_166572.png,easy
fold_easy/images/id929_region1_patch_37594_111768.png,easy
fold_easy/images/id1738_region0_patch_58086_60203.png,easy
fold_easy/images/id2874_patch_15360_3584.png,easy
fold_easy/images/id857_region1_patch_64898_149695.png,easy
fold_easy/images/id1219_patch_16896_26624.png,easy
fold_easy/images/id571_patch_20992_7168.png,easy
fold_easy/images/id742_patch_17408_13824.png,easy
fold_easy/images/id300_region0_patch_65991_61165.png,easy
fold_easy/images/id1497_region0_patch_38362_82992.png,easy
fold_easy/images/id2226_patch_5120_5120.png,easy
fold_easy/images/id1084_region0_patch_45483_91184.png,easy
fold_easy/images/id1610_patch_71168_40960.png,easy
fold_easy/images/id1682_region0_patch_62330_71813.png,easy
fold_easy/images/id2904_patch_68608_5632.png,easy
fold_easy/images/id736_patch_47104_8704.png,easy
fold_easy/images/id2459_patch_16896_37888.png,easy
fold_easy/images/id418_region0_patch_55723_81238.png,easy
fold_easy/images/id396_patch_47616_25600.png,easy
fold_easy/images/id2499_patch_8192_39424.png,easy
fold_easy/images/id2045_patch_79872_19456.png,easy
fold_easy/images/id605_patch_86528_27648.png,easy
fold_easy/images/id2083_patch_12288_16896.png,easy
fold_easy/images/id2727_region0_patch_40903_64342.png,easy
fold_easy/images/id743_patch_14336_41472.png,easy
fold_easy/images/id639_patch_62464_32256.png,easy
fold_easy/images/id170_patch_8192_14848.png,easy
fold_easy/images/id1401_patch_6144_9216.png,easy
fold_easy/images/id878_region0_patch_47194_150976.png,easy
fold_easy/images/id1852_patch_10240_10240.png,easy
fold_easy/images/id1270_patch_5632_6656.png,easy
fold_easy/images/id1199_region0_patch_49075_92094.png,easy
fold_easy/images/id1123_patch_39424_40960.png,easy
fold_easy/images/id947_patch_29184_29184.png,easy
fold_easy/images/id1471_patch_20992_24576.png,easy
fold_easy/images/id1625_region0_patch_42419_101216.png,easy
fold_easy/images/id357_patch_77312_50688.png,easy
fold_easy/images/id1985_patch_6656_17408.png,easy
fold_easy/images/id1613_patch_71680_33792.png,easy
fold_easy/images/id1929_patch_26624_9728.png,easy
fold_easy/images/id1424_patch_8192_17408.png,easy
fold_easy/images/id2696_patch_54272_28160.png,easy
fold_easy/images/id1560_patch_20480_13312.png,easy
fold_easy/images/id582_patch_5120_20992.png,easy
fold_easy/images/id2830_region0_patch_52885_101699.png,easy
fold_easy/images/id100_region0_patch_44498_67926.png,easy
fold_easy/images/id2140_patch_10240_5632.png,easy
fold_easy/images/id944_patch_83456_49664.png,easy
fold_easy/images/id2617_patch_59904_14336.png,easy
fold_easy/images/id1893_region0_patch_38362_84613.png,easy
fold_easy/images/id1545_patch_15872_10752.png,easy
fold_easy/images/id2923_patch_74752_29184.png,easy
fold_easy/images/id2418_patch_11264_2560.png,easy
fold_easy/images/id1346_region0_patch_41434_72325.png,easy
fold_easy/images/id1494_patch_22528_32768.png,easy
fold_easy/images/id80_patch_4096_10752.png,easy
fold_easy/images/id2566_patch_19456_24064.png,easy
fold_easy/images/id2853_patch_56832_9728.png,easy
fold_easy/images/id2033_patch_29696_20480.png,easy
fold_easy/images/id214_patch_22528_7680.png,easy
fold_easy/images/id262_im_113_patch_512_1024.png,easy
fold_easy/images/id570_patch_10752_7680.png,easy
fold_easy/images/id679_region0_patch_55219_100211.png,easy
fold_easy/images/id494_patch_6144_10752.png,easy
fold_easy/images/id2269_patch_46592_15872.png,easy
fold_easy/images/id1552_patch_39936_17920.png,easy
fold_easy/images/id1797_patch_45056_34304.png,easy
fold_easy/images/id1370_patch_4096_15360.png,easy
fold_easy/images/id1013_region2_patch_51577_159626.png,easy
fold_easy/images/id2717_patch_6656_15872.png,easy
fold_easy/images/id2573_patch_14848_19456.png,easy
fold_easy/images/id728_patch_80384_44032.png,easy
fold_easy/images/id2400_region1_patch_48602_161879.png,easy
fold_easy/images/id2000_patch_53248_9728.png,easy
fold_easy/images/id1212_patch_32768_18432.png,easy
fold_easy/images/id2805_patch_33792_17920.png,easy
fold_easy/images/id1926_region1_patch_20975_148244.png,easy
fold_easy/images/id1903_patch_11264_23040.png,easy
fold_easy/images/id1504_region1_patch_40922_140157.png,easy
fold_easy/images/id148_patch_3584_32768.png,easy
fold_easy/images/id52_region0_patch_73574_66921.png,easy
fold_easy/images/id383_patch_51712_38912.png,easy
fold_easy/images/id333_patch_10752_23552.png,easy
fold_easy/images/id2189_patch_16384_18944.png,easy
fold_easy/images/id1788_patch_40448_7168.png,easy
fold_easy/images/id2806_im_67_patch_0_0.png,easy
fold_easy/images/id88_region0_patch_40934_106429.png,easy
fold_easy/images/id1683_patch_19968_19456.png,easy
fold_easy/images/id2424_region0_patch_54432_89988.png,easy
fold_easy/images/id342_region0_patch_56775_106658.png,easy
fold_easy/images/id44_patch_5120_19968.png,easy
fold_easy/images/id938_patch_52736_3584.png,easy
fold_easy/images/id1421_patch_69632_43008.png,easy
fold_easy/images/id2438_patch_52736_22016.png,easy
fold_easy/images/id459_patch_36864_18944.png,easy
fold_easy/images/id2433_patch_11264_8192.png,easy
fold_easy/images/id1765_patch_10240_22016.png,easy
fold_easy/images/id1800_patch_40960_24576.png,easy
fold_easy/images/id1160_patch_22016_14336.png,easy
fold_easy/images/id968_patch_12288_11264.png,easy
fold_easy/images/id2395_patch_5632_9216.png,easy
fold_easy/images/id1979_region0_patch_59335_60141.png,easy
fold_easy/images/id631_region0_patch_50611_87923.png,easy
fold_easy/images/id1966_patch_12800_19456.png,easy
fold_easy/images/id1457_patch_36352_27648.png,easy
fold_easy/images/id1472_patch_43008_17408.png,easy
fold_easy/images/id371_patch_108032_15872.png,easy
fold_easy/images/id127_patch_15872_27648.png,easy
fold_easy/images/id369_patch_51200_9728.png,easy
fold_easy/images/id358_region1_patch_66658_131358.png,easy
fold_easy/images/id576_patch_10240_23040.png,easy
fold_easy/images/id2799_region0_patch_54944_85892.png,easy
fold_easy/images/id331_patch_4608_15872.png,easy
fold_easy/images/id346_region0_patch_59371_159227.png,easy
fold_easy/images/id2941_patch_19456_42496.png,easy
fold_easy/images/id1093_patch_47104_22016.png,easy
fold_easy/images/id451_patch_9216_11776.png,easy
fold_easy/images/id2901_patch_15360_55296.png,easy
fold_easy/images/id2938_patch_72704_7168.png,easy
fold_easy/images/id287_patch_27648_25600.png,easy
fold_easy/images/id2018_patch_42496_31232.png,easy
fold_easy/images/id1568_patch_19456_27648.png,easy
fold_easy/images/id507_patch_10240_14848.png,easy
fold_easy/images/id16_patch_18432_29184.png,easy
fold_easy/images/id2114_patch_13824_37376.png,easy
fold_easy/images/id2053_patch_14848_9216.png,easy
fold_easy/images/id2195_patch_4096_9728.png,easy
fold_easy/images/id484_patch_7680_12800.png,easy
fold_easy/images/id2348_patch_7680_12800.png,easy
fold_easy/images/id443_patch_10240_19968.png,easy
fold_easy/images/id2768_patch_69632_20992.png,easy
fold_easy/images/id485_patch_22016_42496.png,easy
fold_easy/images/id2817_patch_22016_43008.png,easy
fold_easy/images/id1325_patch_8704_15872.png,easy
fold_easy/images/id1503_region1_patch_60339_166383.png,easy
fold_easy/images/id229_patch_4608_11776.png,easy
fold_easy/images/id2842_patch_41984_45568.png,easy
fold_easy/images/id2649_patch_43520_15872.png,easy
fold_easy/images/id2067_region0_patch_73383_102757.png,easy
fold_easy/images/id302_patch_56320_30720.png,easy
fold_easy/images/id2675_region0_patch_46015_96627.png,easy
fold_easy/images/id978_patch_2048_10240.png,easy
fold_easy/images/id294_im_56_patch_0_512.png,easy
fold_easy/images/id1049_patch_48640_26112.png,easy
fold_easy/images/id2643_region0_patch_49067_73861.png,easy
fold_easy/images/id2102_region0_patch_36314_68845.png,easy
fold_easy/images/id449_patch_119808_5632.png,easy
fold_easy/images/id2810_region0_patch_36314_97328.png,easy
fold_easy/images/id1188_patch_18944_6656.png,easy
fold_easy/images/id677_region0_patch_43522_102742.png,easy
fold_easy/images/id990_patch_7168_10240.png,easy
fold_easy/images/id122_patch_8192_12288.png,easy
fold_easy/images/id1684_patch_54272_28160.png,easy
fold_easy/images/id1420_patch_22016_22016.png,easy
fold_easy/images/id191_patch_30208_42496.png,easy
fold_easy/images/id695_patch_10752_6656.png,easy
fold_easy/images/id740_region0_patch_72639_97915.png,easy
fold_easy/images/id2235_patch_62976_4608.png,easy
fold_easy/images/id1285_region0_patch_41899_82907.png,easy
fold_easy/images/id2580_patch_9728_18432.png,easy
fold_easy/images/id2448_patch_46592_35840.png,easy
fold_easy/images/id1807_patch_4096_8192.png,easy
fold_easy/images/id1357_region0_patch_37581_65220.png,easy
fold_easy/images/id1564_patch_9216_20480.png,easy
fold_easy/images/id1603_patch_19456_43008.png,easy
fold_easy/images/id2749_patch_4096_8704.png,easy
fold_easy/images/id2529_region1_patch_42431_169768.png,easy
fold_easy/images/id939_region0_patch_48043_74885.png,easy
fold_easy/images/id2511_patch_25600_35328.png,easy
fold_easy/images/id1360_patch_9728_11776.png,easy
fold_easy/images/id256_patch_122368_43520.png,easy
fold_easy/images/id927_patch_67072_16896.png,easy
fold_easy/images/id1106_region0_patch_30674_95280.png,easy
fold_easy/images/id777_region0_patch_72077_76763.png,easy
fold_easy/images/id2522_patch_58368_41984.png,easy
fold_easy/images/id1514_region1_patch_42951_125906.png,easy
fold_easy/images/id596_patch_13312_43520.png,easy
fold_easy/images/id2854_region2_patch_55492_132500.png,easy
fold_easy/images/id2004_patch_14848_8704.png,easy
fold_easy/images/id1121_region0_patch_42431_58598.png,easy
fold_easy/images/id2715_patch_38912_20992.png,easy
fold_easy/images/id1014_patch_71680_13312.png,easy
fold_easy/images/id1657_patch_12800_28160.png,easy
fold_easy/images/id1095_patch_15872_12800.png,easy
fold_easy/images/id2331_patch_104448_63488.png,easy
fold_easy/images/id497_region0_patch_39386_90672.png,easy
fold_easy/images/id670_patch_20992_41472.png,easy
fold_easy/images/id2364_patch_7168_6144.png,easy
fold_easy/images/id2892_patch_18432_19456.png,easy
fold_easy/images/id1180_patch_12288_44032.png,easy
fold_easy/images/id2264_patch_132608_10752.png,easy
fold_easy/images/id345_patch_37376_43008.png,easy
fold_easy/images/id2250_patch_78336_23552.png,easy
fold_easy/images/id1312_patch_25088_9216.png,easy
fold_easy/images/id750_patch_6144_10240.png,easy
fold_easy/images/id1258_patch_12800_34816.png,easy
fold_easy/images/id1755_region0_patch_90055_74477.png,easy
fold_easy/images/id2430_region0_patch_52698_81968.png,easy
fold_easy/images/id424_patch_13312_3584.png,easy
fold_easy/images/id1058_region0_patch_58815_74269.png,easy
fold_easy/images/id2228_region0_patch_74667_45075.png,easy
fold_easy/images/id2_region0_patch_47019_93232.png,easy
fold_easy/images/id63_patch_76800_18944.png,easy
fold_easy/images/id1244_region0_patch_36287_75009.png,easy
fold_easy/images/id2723_region0_patch_37311_61697.png,easy
fold_easy/images/id2179_patch_19968_9216.png,easy
fold_easy/images/id2286_patch_35328_6656.png,easy
fold_easy/images/id987_region0_patch_56322_86358.png,easy
fold_easy/images/id2274_region0_patch_56282_55419.png,easy
fold_easy/images/id500_patch_33792_5120.png,easy
fold_easy/images/id1667_patch_101376_34304.png,easy
fold_easy/images/id2075_patch_13824_6656.png,easy
fold_easy/images/id962_patch_13312_5632.png,easy
fold_easy/images/id2946_patch_34816_29696.png,easy
fold_easy/images/id2003_region3_patch_46878_78952.png,easy
fold_easy/images/id412_patch_50688_45056.png,easy
fold_easy/images/id833_region0_patch_59866_68845.png,easy
fold_easy/images/id1423_region1_patch_65952_163604.png,easy
fold_easy/images/id2182_patch_11776_29184.png,easy
fold_easy/images/id2505_patch_39936_35840.png,easy
fold_easy/images/id98_patch_12800_14848.png,easy
fold_easy/images/id511_region1_patch_57562_103576.png,easy
fold_easy/images/id2057_patch_11264_16384.png,easy
fold_easy/images/id566_region0_patch_68523_102960.png,easy
fold_easy/images/id2708_region0_patch_47027_110432.png,easy
fold_easy/images/id2297_patch_10240_16896.png,easy
fold_easy/images/id1050_patch_31232_39424.png,easy
fold_easy/images/id2861_patch_62464_12800.png,easy
fold_easy/images/id1483_patch_52736_27648.png,easy
fold_easy/images/id928_patch_98304_41472.png,easy
fold_easy/images/id317_patch_9216_14848.png,easy
fold_easy/images/id1468_patch_66560_40448.png,easy
fold_easy/images/id508_patch_20992_17408.png,easy
fold_easy/images/id2261_patch_14848_11264.png,easy
fold_easy/images/id2777_region0_patch_74658_68565.png,easy
fold_easy/images/id2060_region1_patch_43503_134610.png,easy
fold_easy/images/id489_patch_10752_26624.png,easy
fold_easy/images/id608_region0_patch_52128_56169.png,easy
fold_easy/images/id1634_patch_45568_36864.png,easy
fold_easy/images/id276_patch_5632_20480.png,easy
fold_easy/images/id118_region0_patch_38855_91507.png,easy
fold_easy/images/id159_patch_71680_27136.png,easy
fold_easy/images/id725_region0_patch_38343_96437.png,easy
fold_easy/images/id920_region0_patch_51597_77549.png,easy
fold_easy/images/id2779_patch_73216_46592.png,easy
fold_easy/images/id1652_patch_34816_19456.png,easy
fold_easy/images/id2168_patch_67584_10240.png,easy
fold_easy/images/id2423_patch_18432_24064.png,easy
fold_easy/images/id2762_patch_3584_9216.png,easy
fold_easy/images/id860_patch_44544_29184.png,easy
fold_easy/images/id51_patch_26112_6144.png,easy
fold_easy/images/id1709_region1_patch_52698_168108.png,easy
fold_easy/images/id1553_patch_11776_8192.png,easy
fold_easy/images/id1070_patch_65536_31232.png,easy
fold_easy/images/id2381_patch_3072_10240.png,easy
fold_easy/images/id394_patch_61440_9216.png,easy
fold_easy/images/id2787_patch_8704_21504.png,easy
fold_easy/images/id2066_patch_6656_33792.png,easy
fold_easy/images/id521_patch_60928_20480.png,easy
fold_easy/images/id1120_patch_71168_33792.png,easy
fold_easy/images/id2721_patch_48640_11776.png,easy
fold_easy/images/id477_patch_27136_18944.png,easy
fold_easy/images/id2387_patch_8704_21504.png,easy
fold_easy/images/id2855_patch_25600_22528.png,easy
fold_easy/images/id1533_region0_patch_49549_91099.png,easy
fold_easy/images/id624_patch_68608_44032.png,easy
fold_easy/images/id2188_region0_patch_69536_103899.png,easy
fold_easy/images/id1446_region0_patch_43463_115874.png,easy
fold_easy/images/id537_region1_patch_25727_98844.png,easy
fold_easy/images/id872_patch_6144_11264.png,easy
fold_easy/images/id1877_patch_24576_44032.png,easy
fold_easy/images/id708_patch_62976_20992.png,easy
fold_easy/images/id1510_patch_10240_13312.png,easy
fold_easy/images/id2495_patch_13824_12288.png,easy
fold_easy/images/id2002_patch_50688_18432.png,easy
fold_easy/images/id432_patch_46080_15872.png,easy
fold_easy/images/id373_patch_87040_34816.png,easy
fold_easy/images/id2739_patch_56832_10752.png,easy
fold_easy/images/id2809_patch_10752_22016.png,easy
fold_easy/images/id1339_patch_34816_23040.png,easy
fold_easy/images/id1480_region0_patch_48051_85040.png,easy
fold_easy/images/id479_patch_51200_30208.png,easy
fold_easy/images/id1317_region1_patch_68019_112698.png,easy
fold_easy/images/id202_patch_12288_38912.png,easy
fold_easy/images/id2019_patch_17920_24576.png,easy
fold_easy/images/id921_patch_40960_10240.png,easy
fold_easy/images/id696_patch_17408_35328.png,easy
fold_easy/images/id1197_patch_3584_41472.png,easy
fold_easy/images/id2508_patch_42496_24576.png,easy
fold_easy/images/id1537_patch_21504_47104.png,easy
fold_easy/images/id2349_region0_patch_64416_118349.png,easy
fold_easy/images/id724_patch_11776_15872.png,easy
fold_easy/images/id328_region0_patch_60399_31887.png,easy
fold_easy/images/id535_patch_9728_5632.png,easy
fold_easy/images/id1074_patch_63488_50176.png,easy
fold_easy/images/id2325_patch_101888_18432.png,easy
fold_easy/images/id1980_patch_17920_9216.png,easy
fold_easy/images/id319_patch_47616_40448.png,easy
fold_easy/images/id1591_patch_67584_9728.png,easy
fold_easy/images/id1621_region0_patch_43455_90483.png,easy
fold_easy/images/id871_patch_17408_11264.png,easy
fold_easy/images/id1995_region0_patch_45995_79408.png,easy
fold_easy/images/id1071_patch_11264_23040.png,easy
fold_easy/images/id1425_patch_45056_25600.png,easy
fold_easy/images/id2429_region0_patch_69575_100211.png,easy
fold_easy/images/id2089_patch_19456_42496.png,easy
fold_easy/images/id2841_patch_90624_18432.png,easy
fold_easy/images/id800_patch_55296_29696.png,easy
fold_easy/images/id2036_patch_16896_8704.png,easy
fold_easy/images/id2686_region0_patch_40903_94341.png,easy
fold_easy/images/id1955_region0_patch_63328_71509.png,easy
fold_easy/images/id893_region1_patch_74324_116376.png,easy
fold_easy/images/id115_region0_patch_79527_102757.png,easy
fold_easy/images/id1170_patch_9728_17920.png,easy
fold_easy/images/id1732_patch_12800_7168.png,easy
fold_easy/images/id1565_patch_14336_1536.png,easy
fold_easy/images/id2685_patch_103936_18432.png,easy
fold_easy/images/id57_patch_26112_20992.png,easy
fold_easy/images/id1076_region3_patch_51486_83048.png,easy
fold_easy/images/id652_patch_12800_6656.png,easy
fold_easy/images/id2087_patch_6144_16384.png,easy
fold_easy/images/id339_patch_10240_11776.png,easy
fold_easy/images/id1165_patch_27648_9728.png,easy
fold_easy/images/id1516_region0_patch_63904_93043.png,easy
fold_easy/images/id171_region0_patch_51674_121184.png,easy
fold_easy/images/id1768_region1_patch_28268_80991.png,easy
fold_easy/images/id2379_patch_16384_38400.png,easy
fold_easy/images/id2237_patch_22016_45568.png,easy
fold_easy/images/id737_region0_patch_27071_78593.png,easy
fold_easy/images/id769_region0_patch_65479_97139.png,easy
fold_easy/images/id1524_patch_7680_6656.png,easy
fold_easy/images/id2692_patch_5632_16896.png,easy
fold_easy/images/id1816_patch_7168_10752.png,easy
fold_easy/images/id321_patch_13824_19968.png,easy
fold_easy/images/id1257_region1_patch_47066_154900.png,easy
fold_easy/images/id1811_patch_51712_24064.png,easy
fold_easy/images/id1024_region0_patch_39386_90672.png,easy
fold_easy/images/id908_patch_27648_44032.png,easy
fold_easy/images/id2924_patch_6144_6144.png,easy
fold_easy/images/id261_patch_4096_6656.png,easy
fold_easy/images/id665_patch_37888_9728.png,easy
fold_easy/images/id2029_patch_11264_49664.png,easy
fold_easy/images/id382_patch_6656_27136.png,easy
fold_easy/images/id1026_patch_9216_20480.png,easy
fold_easy/images/id1167_patch_28160_20992.png,easy
fold_easy/images/id612_region0_patch_61895_115323.png,easy
fold_easy/images/id1982_region0_patch_50061_93147.png,easy
fold_easy/images/id1447_patch_13824_17408.png,easy
fold_easy/images/id2681_patch_14336_18944.png,easy
fold_easy/images/id2017_patch_52224_28672.png,easy
fold_easy/images/id2449_patch_40448_33792.png,easy
fold_easy/images/id1512_region0_patch_61423_92179.png,easy
fold_easy/images/id1509_patch_2560_49664.png,easy
fold_easy/images/id362_patch_8704_8192.png,easy
fold_easy/images/id179_patch_21504_13824.png,easy
fold_easy/images/id2396_patch_36864_59392.png,easy
fold_easy/images/id980_region1_patch_23525_116178.png,easy
fold_easy/images/id1327_patch_16896_26112.png,easy
fold_easy/images/id2411_patch_6656_15360.png,easy
fold_easy/images/id1451_patch_55296_24576.png,easy
fold_easy/images/id2341_patch_54784_47104.png,easy
fold_easy/images/id329_patch_28672_45056.png,easy
fold_easy/images/id2128_patch_52224_17408.png,easy
fold_easy/images/id2479_region1_patch_57818_167615.png,easy
fold_easy/images/id1904_patch_26112_44544.png,easy
fold_easy/images/id2127_region0_patch_73131_54102.png,easy
fold_easy/images/id660_patch_12288_14336.png,easy
fold_easy/images/id2748_region0_patch_24511_68353.png,easy
fold_easy/images/id2909_patch_71168_16384.png,easy
fold_easy/images/id2319_patch_7168_10752.png,easy
fold_easy/images/id916_patch_12288_24064.png,easy
fold_easy/images/id901_region0_patch_47516_54993.png,easy
fold_easy/images/id1343_patch_47104_7168.png,easy
fold_easy/images/id56_patch_19456_37888.png,easy
fold_easy/images/id1063_region0_patch_52659_99187.png,easy
fold_easy/images/id260_patch_30208_32768.png,easy
fold_easy/images/id458_patch_108032_31232.png,easy
fold_easy/images/id2637_patch_11776_23552.png,easy
fold_easy/images/id1737_patch_29184_14848.png,easy
fold_easy/images/id478_patch_55296_44544.png,easy
fold_easy/images/id1042_patch_79360_15360.png,easy
fold_easy/images/id868_region3_patch_85841_184336.png,easy
fold_easy/images/id69_region0_patch_59839_120994.png,easy
fold_easy/images/id2048_patch_14848_26112.png,easy
fold_easy/images/id1056_patch_12800_45568.png,easy
fold_easy/images/id2221_patch_13312_8704.png,easy
fold_easy/images/id2778_patch_47616_8192.png,easy
fold_easy/images/id628_patch_13824_15360.png,easy
fold_easy/images/id1916_region0_patch_49067_78896.png,easy
fold_easy/images/id591_region0_patch_55712_107597.png,easy
fold_easy/images/id2170_region0_patch_57779_85875.png,easy
fold_easy/images/id1284_patch_31744_58368.png,easy
fold_easy/images/id955_patch_14848_15872.png,easy
fold_easy/images/id527_region0_patch_48082_64446.png,easy
fold_easy/images/id1127_patch_28672_27136.png,easy
fold_easy/images/id2477_patch_37376_33792.png,easy
fold_easy/images/id2794_patch_142336_16896.png,easy
fold_easy/images/id12_patch_88576_6144.png,easy
fold_easy/images/id617_region0_patch_39898_81968.png,easy
fold_easy/images/id2605_region0_patch_61875_99699.png,easy
fold_easy/images/id883_patch_78848_36864.png,easy
fold_easy/images/id232_region0_patch_39367_100997.png,easy
fold_easy/images/id2754_patch_22016_25088.png,easy
fold_easy/images/id2664_patch_37888_30720.png,easy
fold_easy/images/id1825_patch_14848_14848.png,easy
fold_easy/images/id1616_region0_patch_57799_87923.png,easy
fold_easy/images/id876_patch_27648_25088.png,easy
fold_easy/images/id1977_patch_12800_5120.png,easy
fold_easy/images/id430_patch_7168_52224.png,easy
fold_easy/images/id2478_patch_5632_6656.png,easy
fold_easy/images/id81_patch_55296_45568.png,easy
fold_easy/images/id1110_patch_11776_15360.png,easy
fold_easy/images/id2377_patch_5120_7168.png,easy
fold_easy/images/id2594_patch_8704_4096.png,easy
fold_easy/images/id1277_region0_patch_17903_78782.png,easy
